train_loss,epoch,step,val_loss,test_loss
0.9347308874130249,0,49,,
0.4639579653739929,0,99,,
0.480796754360199,0,149,,
0.4344002902507782,0,199,,
0.353607714176178,0,249,,
0.2034265697002411,0,299,,
0.4154551029205322,0,349,,
0.2684546113014221,0,399,,
0.3732156753540039,0,449,,
0.2727314829826355,0,499,,
0.15250621736049652,0,549,,
0.4247167110443115,0,599,,
0.19176484644412994,0,649,,
0.15096497535705566,0,699,,
0.18560010194778442,0,749,,
,0,781,0.2629645764827728,
0.21925264596939087,1,799,,
0.47608470916748047,1,849,,
0.2646445631980896,1,899,,
0.274517297744751,1,949,,
0.4058087468147278,1,999,,
0.2490086704492569,1,1049,,
0.32822999358177185,1,1099,,
0.1585736721754074,1,1149,,
0.3629203736782074,1,1199,,
0.26151353120803833,1,1249,,
0.43951255083084106,1,1299,,
0.14366601407527924,1,1349,,
0.4574539065361023,1,1399,,
0.121514692902565,1,1449,,
0.23214907944202423,1,1499,,
0.2524396479129791,1,1549,,
,1,1563,0.2046651393175125,
0.4457865357398987,2,1599,,
0.23026219010353088,2,1649,,
0.25043582916259766,2,1699,,
0.3062778115272522,2,1749,,
0.1406644582748413,2,1799,,
0.1836088001728058,2,1849,,
0.18055734038352966,2,1899,,
0.14482858777046204,2,1949,,
0.14097347855567932,2,1999,,
0.16454985737800598,2,2049,,
0.13712173700332642,2,2099,,
0.16546645760536194,2,2149,,
0.12774333357810974,2,2199,,
0.1319810450077057,2,2249,,
0.17666295170783997,2,2299,,
,2,2345,0.17225885391235352,
,3,2346,0.17225885391235352,
,3,2346,,0.16641449928283691
